scenario,question_id,question,categoria,final_rank,final_score,retriever_rank,retriever_score,reranker_rank,reranker_score,doc_id,filename,tipo_documento,page,chunk_id,chunk_text
retriever_plus_reranker,Q003,¿Qué riesgos de retraso se evidencian en el corpus?,riesgos,1,2.284487247467041,15,0.47601956129074097,1.0,2.2844872,DOC_028,CNS-XXXX-24 INT-DATAR-Comunicado 58-Respuesta de interventoría-202405.docx,COMUNICADO,1,DOC_028_RCHUNK_003,"Se evidencian incumplimientos recurrentes en el cierre de las HU y tareas asociadas en los sprints review. ¿Cuál es el plan de acción por parte del Consorcio para subsanar estos incumplimientos?
Se evidencia la necesidad de realizar un fortalecimiento del equipo técnico para dar atención oportuna y cierre a los atrasos y próximas actividades de la implementación del requerimiento.
A la fecha no se ha realizado ningún release o despliegue de productos en ambiente preproductivo, generando incumplimiento con los prerrequisitos y proyección acordada para realizar el primer despliegue en el sprint 7. ¿Cuál es el motivo de este incumplimiento?, ¿qué acciones está implementando el Consorcio para mitigar posibles hallazgos que se encuentren en pruebas y su remediación? …”
Se resalta que, de los puntos anteriores se tiene respuesta del Consorcio de los siguientes: 
Sobre la solicitud “¿Cuál es la proyección final de las HU restantes hasta el sprint 14?, ¿cuándo se realizará sesión de validación en conjunto con DIAN e Interventoría?”. El Consorcio envío el 26/04/2024 la proyección final de las HU que se comprometerían del sprint 10 al 14, requerimiento que fue atendido debido a las reiteradas solicitudes realizadas por la Interventoría.
Se resalta que las actividades y/o tareas proyectadas para el sprint 10 y 11 en curso presentan un atraso significativo a la fecha, por lo tanto, estos dos sprints no se han podido cerrar.
Sobre la solicitud “Se evidencia la necesidad de realizar un fortalecimiento del equipo técnico para dar atención oportuna y cierre a los atrasos y próximas actividades de la implementación del requerimiento”, el Consorcio informó el ingreso de equipo técnico desde el 29/04/2024. A pesar de que los nuevos miembros han estado trabajando en el requerimiento, tal como lo informa el Consorcio, aún no se ha observado una resolución efectiva o conclusión de las Historias de Usuario (HU) que están pendientes de liberación y cierre."
retriever_plus_reranker,Q003,¿Qué riesgos de retraso se evidencian en el corpus?,riesgos,2,-1.4972881078720093,2,0.5167412161827087,2.0,-1.4972881,DOC_028,CNS-XXXX-24 INT-DATAR-Comunicado 58-Respuesta de interventoría-202405.docx,COMUNICADO,1,DOC_028_RCHUNK_002,"Identificación de acciones específicas para abordar las causas subyacentes de los atrasos recurrentes para cada uno de los sprints comprometidos y tareas asociadas por parte del Consorcio. En específico, la Interventoría se refiere a los siguientes aspectos: 
Durante las sesiones de sprint Weekly se ha evidenciado progreso y avance insuficiente en la ejecución de tareas por parte del Consorcio, recordamos que en estas sesiones la DIAN e Interventoría esperan un avance del 50%.
Se ha observado que, durante las sesiones de sprint review, el Consorcio no alcanza el avance del 100% esperado. Además, agrava la situación el hecho de que las Historias de Usuario (HU) no se están liberando para la revisión de la DIAN e Interventoría dentro de los plazos acordados de ejecución de cada sprint. Esta problemática se ve acentuada por la liberación repetida de HU que no cumplen con los criterios mínimos de aprobación, un hallazgo persistente y previamente identificado que el Consorcio se había comprometido a mejorar. La falta de una validación previa interna de QA por parte del Consorcio está generando un ciclo de reprocesos y devoluciones de las HU liberadas.
Falencias en el registro de evidencias en DevOps de las tareas realizadas por parte del Consorcio, en donde se evidencian soportes incompletos y/o sin la actualización sobre los últimos ajustes realizados por el Consorcio.
Soluciones tardías por parte del Consorcio sobre los hallazgos evidenciados en las HU.
Formalización de la respuesta del Consorcio sobre cada una de las observaciones socializadas por la Interventoría en la reunión táctica del 17/04/2024, correspondientes a:
…”
¿Cuál es la proyección final de las HU restantes hasta el sprint 14?, ¿cuándo se realizará sesión de validación en conjunto con DIAN e Interventoría? 
Confirmar si existe dependencia entre las HU en atraso y restantes, ¿cuál es la estrategia para mitigar impactos? 
Se evidencian incumplimientos recurrentes en el cierre de las HU y tareas asociadas en los sprints review. ¿Cuál es el plan de acción por parte del Consorcio para subsanar estos incumplimientos?"
retriever_plus_reranker,Q003,¿Qué riesgos de retraso se evidencian en el corpus?,riesgos,3,-2.1857717037200928,18,0.47403547167778015,3.0,-2.1857717,DOC_017,INT_PC_AC_Acta Seguimiento Ejecutivo_20240430.docx,ACTA,1,DOC_017_RCHUNK_005,"También se presentan las principales situaciones relevantes con el requerimiento “Cifras de Recaudo”, donde se ha solicitado formalmente desde la Interventoría al Consorcio, los planes de acción inmediatos para evitar atrasos en la entrega inicial pactada para el 11 de julio de 2024, pero se sigue en la coyuntura de la ejecución del requerimiento, y aunque ha tenido un avance, persiste el riesgo de incumplimiento sin acciones inmediatas para darle atención por parte del Consorcio.
La Directora de Gestión Corporativa, Luz Nayibe López, pregunta: ¿qué alternativas recomienda la interventoría para poder solventar las situaciones presentadas?
A lo que responde la Directora de Interventoría, Patricia Patiño, que se ha trabajado en el acompañamiento para formalizar un acuerdo mediante un Otrosí de las situaciones presentadas con relación a la suspensión de los servicios fijos.
El director de la DGIT, Julián Medina, aclara que las partes han venido trabajando en este documento y que se espera que se pueda cerrar cuanto antes para formalizar la situación.
La Directora de Gestión Corporativa, Luz Nayibe López, pregunta: ¿por qué a pesar de las circunstancias planteadas no se consideró la posibilidad de un incumplimiento del contrato?
La Directora de Interventoría, Patricia Patiño, aclara que, se han presentado diferentes atrasos en los planes de trabajo que el Consorcio ha establecido, pero a la fecha no existe un hecho puntual que el Consorcio no haya cumplido, dentro del marco del contrato establecido, ya que existen unos plazos para cada uno de los requerimientos solicitados. 
A la fecha, sólo hay atrasos que generan alertamiento, pero no hay un incumplimiento en lo contractual. En cuanto a los servicios fijos, el contrato tiene definiciones generales, por lo que tampoco se podía especificar el incumplimiento, por lo que desde la interventoría se recomendó revisar y detallar las obligaciones en el marco contractual a través de un otrosí."
retriever_plus_reranker,Q003,¿Qué riesgos de retraso se evidencian en el corpus?,riesgos,4,-3.8735833168029785,14,0.48147958517074585,4.0,-3.8735833,DOC_006,0332-23-INT_REV_Comunicado_4_situacion_actual_DATAR_21042023.pdf,COMUNICADO,36,DOC_006_RCHUNK_060,"A member firm of Ernst & Young Global Limited 
 
 
o La finalización de la prueba de concepto en el Gantt presentado el 15/02/2023 
por el Consorcio, estaba planeado para el 31/03/2023. Adicionalmente, de cara 
al cronograma propuesto derivado del control de cambios aprobado el 
27/03/2023, se planteó una fecha de finalización de estas actividades del 
14/04/2023. Al corte del 20/04/2023, las actividades de la prueba de concepto 
no han sido finalizadas y, por tanto, se presentan 14 días hábiles de atraso con 
relación a la fecha inicial propuesta y 4 días hábiles de atraso de cara a la fecha 
propuesta en el cronograma del control de cambios. 
o El avance de las pruebas presentado a la fecha, corresponde a la ejecución de las 
pruebas en el ambiente de desarrollo. 
o Ninguno de los entregables asociadas a la ejecución de las pruebas (plan de 
pruebas, script de pruebas e informe de pruebas), ha sido entregado por parte 
del Consorcio, para revisión y aprobación de la DIAN y la Interventoría. 
 
Considerando los puntos anteriores (metodología de implementación, metodología de 
pruebas y prueba de concepto) y haciendo un análisis a la fecha sobre el manejo a nivel 
metodológico del proyecto, desde la Interventoría recomendamos a la supervisión, 
solicitar las siguientes acciones al Consorcio: 
 
a. Alinear la metodología de implementación propuesta por el Consorcio con el plan de 
trabajo, los requerimientos de la DIAN y la realidad del proyecto. Lo anterior, dado 
que se evidencia que, con la dinámica del proyecto, los atrasos presentados a la 
fecha y los tiempos definidos en el cronograma propuesto, es alta la probabilidad de 
incumplimiento de las nuevas fechas planteadas por el Consorcio en el cronograma 
propuesto hasta el momento. 
 
b. Definir un plan de acción que permita el cierre de la brecha metodológica existente, 
con el fin de tener un único entendimiento de la estrategia de implementación, la 
estrategia de pruebas y la generación de productos mínimos viables (MVP). 
 
c. De acuerdo con los contenidos mínimos de los productos definidos en la matriz de 
entregables y el SDP, de manera previa, realizar la socialización para la alineación de"
retriever_plus_reranker,Q003,¿Qué riesgos de retraso se evidencian en el corpus?,riesgos,5,-4.2700514793396,10,0.4928930401802063,5.0,-4.2700515,DOC_029,CNS-0418-24 INT-DATAR-Comunicado 59-Resultado Review S9-202405.docx,COMUNICADO,1,DOC_029_RCHUNK_004,"El Consorcio reportó 1 HU “resuelta” y 9 HU “abiertas”.
Sobre el avance de las tareas, se reportaron 20 de 51 tareas en estado “cerrado”, representando el 39% de avance.
Fuente: Estado de las HU al cierre del sprint 9 del 17/05/2024
Considerando el no cierre del sprint, durante la sesión se acordaron los siguientes compromisos:
Liberación de las HU asociadas con reglas de negocio EyS y script de pruebas el 02/05/2024 y 06/05/2024.
Liberación de un plan con los pasos metodológicos y escenarios de validación de las reglas de negocio.
Situaciones evidenciadas en el sprint 9:
Falta de descripciones y criterios de aceptación completos: Se observó que no todas las historias de usuario comprometidas tenían descripciones y criterios de aceptación completos durante la reunión de planificación.
Persisten las discrepancias entre lo comprometido y lo efectivamente finalizado: A pesar de que el consorcio garantizó la realización de una cantidad específica de Historias de Usuario (HU) durante la planeación del sprint 9, no se logró completar y entregar todas las HU antes del cierre del sprint para revisión de la DIAN e Interventoría.
Tareas retrasadas y productividad baja: los hechos informados anteriormente reafirman el atraso en el cierre de las historias de usuario. Incluso en el punto medio de la ejecución del sprint 9, los avances no correspondían a lo esperado.
Falencias en el cierre oportuno: persisten las falencias en la definición de una estrategia que permita lograr el cierre de las historias de usuario (HU), previa revisión y aprobación de la documentación y/o artefactos por parte de la DIAN e Interventoría.
Inoportunidad en el cierre de compromisos: tras evidenciar la no entrega de las HU comprometidas, se establecieron compromisos finales de cierre por parte del Consorcio; esto incluía la entrega de las HU restantes al finalizar. Sin embargo, el Consorcio no dio cumplimiento al compromiso adquirido. 
Posible incumplimiento de la fecha de cierre del requerimiento: a la fecha se cuenta con HU abiertas desde los sprints 4 al 8, representando atrasos que ponen en riesgo tanto la ejecución del sprint 9, como la entrega del requerimiento el 11/07/2024."
retriever_only,Q004,¿Qué riesgos asociados a despliegues fueron identificados?,despliegues,1,0.4792754650115967,1,0.4792754650115967,,,DOC_002,CNS-0554-24 Agosto 5 2024 Mejoras despliegues DataR.pdf,MEJORA,2,DOC_002_RCHUNK_003,"A member firm of Ernst & Young Global Limited 
 
 
 
 
 
Impacto: 
• 
Se evidencia falta de estandarización y automatización en la implementación de 
servicios para el despliegue. En donde se evidencia en las sesiones 
configuraciones manuales de los recursos. 
• 
A la fecha, la presente actividad tiene un atraso preocupante de 9 semanas, solo 
para realizar el primer despliegue de los 3 proyectados inicialmente. 
• 
Dificultad para reusar y repetir despliegues a demanda o necesidad de la DIAN, 
en donde se evidencia que las sesiones de despliegue se avanza a prueba y error. 
 
Recomendación: implementar completamente Blueprints (Template 
Specs/Deployment Stacks), para garantizar una configuración estandarizada y 
repetible de los recursos en Azure. 
 
Hacer uso de las funciones de las herramientas de automatización de Azure DevOps 
para evitar configuraciones manuales y/o a prueba y error. 
 
2. Ausencia de Infraestructura como Código (IaC) 
 
Descripción: El Consorcio entregó un Excel con la lista de servicios a implementar, 
sin embargo, no se evidenció la utilización de Infraestructura como Código (IaC) para 
el aprovisionamiento de los servicios. 
 
Impacto: 
• 
Dependencia en la configuración manual, lo que lleva a errores y variabilidad en 
los entornos. 
• 
Retrasos en la implementación debido a la falta de automatización. 
 
Recomendación: adoptar herramientas de IaC para la implementación y gestión 
automatizada de la infraestructura y aplicaciones. Así mismo se debe garantizar la 
homologación de características de los ambientes del Consorcio con los ambientes 
de la DIAN. 
 
3. Falencias en los Desarrollos 
 
Descripción: los desarrollos realizados por el Consorcio han requerido múltiples 
ajustes para su correcta operación, en donde se espera que los desarrollos cumplan 
con las revisiones de QA previas en ambiente de desarrollo."
retriever_only,Q004,¿Qué riesgos asociados a despliegues fueron identificados?,despliegues,2,0.4591400921344757,2,0.4591400921344757,,,DOC_030,CNS-0418-24 INT-DATAR-Comunicado 59-Resultado Review S9-202405.pdf,COMUNICADO,2,DOC_030_RCHUNK_002,"A member firm of Ernst & Young Global Limited 
 
 
 
 
 
Fuente: HU declaradas en sprint planning del 17/04/2024 
 
La Interventoría realizó las siguientes alertas y recomendaciones durante la sesión: 
 
• 
Se alertó sobre el incremento de historias de Usuario (HU) en el sprint, ya que 
podría indicar un exceso de carga de trabajo para el equipo, lo que podría 
afectar la calidad del trabajo realizado y la capacidad para cumplir con los 
compromisos establecidos. Recordamos que, en la metodología ágil, es 
importante mantener un equilibrio adecuado en la carga de trabajo para 
garantizar la entrega de incrementos de producto de calidad al final de cada 
sprint. 
 
• 
Dado el volumen de historias de usuario (HU) comprometidas, la Interventoría 
recomendó al Consorcio la importancia de informar cualquier impedimento o 
necesidad a través de los espacios diarios (daily) dispuestos en el proyecto. 
Esto permitiría al Consorcio contar con todos los recursos y la información 
necesaria para llevar a cabo las tareas planeadas. 
 
• 
Se solicitó y recomendó al Consorcio completar la descripción y los criterios 
de aceptación para todas las historias de usuario comprometidas, no fueron 
evidenciadas en su totalidad durante la reunión. 
 
• 
La Interventoría reiteró al Consorcio la necesidad de contar con un plan 
general de las historias de usuario (HU) para los sprints restantes (10 al 14), 
de manera que se logre contar con una visión global del requerimiento. La"
retriever_only,Q004,¿Qué riesgos asociados a despliegues fueron identificados?,despliegues,3,0.44470787048339844,3,0.44470787048339844,,,DOC_002,CNS-0554-24 Agosto 5 2024 Mejoras despliegues DataR.pdf,MEJORA,3,DOC_002_RCHUNK_004,"A member firm of Ernst & Young Global Limited 
 
 
 
 
 
Impacto: 
• 
Retrasos debido a la necesidad de corrección de errores y ajustes. 
• 
Falta de estabilidad y confiabilidad en los desarrollos entregados. 
Recomendación: implementar un proceso riguroso de pruebas y QA internas de los 
productos y/o desarrollos en ambiente de desarrollo por parte del Consorcio antes 
de la entrega para el despliegue. Asegurarse de que los desarrollos cumplan con los 
estándares de calidad y los requerimientos del proyecto. 
 
4. Fallos en la Ejecución de Pipelines 
 
Descripción: se han presentado fallos en la ejecución de pipelines, impactando la 
migración de datos. 
 
Impacto: 
• 
Interrupciones en el flujo de trabajo y retrasos en la migración de datos. 
• 
Necesidad de intervención manual para solucionar problemas, lo que 
consume tiempo y recursos. 
 
Recomendación: automatizar la gestión y ejecución de los pipelines utilizando 
herramientas de DevOps. Automatización de despliegues, monitorización y alertas, 
recuperación automática, pruebas automatizadas. Estas medidas asegurarán que los 
procesos sean más eficientes, reducirán la necesidad de intervención manual y 
minimizarán los tiempos de inactividad, permitiendo una migración de datos más 
rápida. 
 
5. Problemas con la Ejecución de Consultas en la DIAN 
Descripción: se han presentado problemas en la ejecución de consultas que permiten 
la extracción de datos desde las fuentes en la DIAN. 
 
Impacto: 
• 
Retrasos en la obtención de datos necesarios para la migración. 
• 
Complicaciones adicionales en el proceso de integración de datos. 
 
Recomendación: trabajar en estrecha colaboración con la DIAN para identificar y 
resolver los problemas en la ejecución de consultas. Realizar pruebas de rendimiento 
y optimización de consultas para asegurar una extracción de datos eficiente."
retriever_only,Q004,¿Qué riesgos asociados a despliegues fueron identificados?,despliegues,4,0.443485826253891,4,0.443485826253891,,,DOC_008,INT_PC_AC_Acta Seguimiento Interventoria_20250812.pdf,ACTA,9,DOC_008_RCHUNK_016,"presentación, con su respectivas recomendaciones y acciones ejecutadas. Estas
alertas tienen relación con: i) el bajo consumo de la nube de AWS, que podría implicar
no ejecutar la totalidad de los recursos y ii) Kyndryl no asuman las obligaciones de
administración y gestión de seguridad de las herramientas nativas de las nubes.
5.2.2.1.8.
Comunicados y conceptos"
retriever_only,Q004,¿Qué riesgos asociados a despliegues fueron identificados?,despliegues,5,0.4362879991531372,5,0.4362879991531372,,,DOC_018,INT_PC_AC_Acta Seguimiento Ejecutivo_20240227.docx,ACTA,1,DOC_018_RCHUNK_026,"Se presentó la ejecución financiera del proyecto en dólares y en pesos, del 22,92% y 24,25%, respectivamente.
Será necesaria una revisión del contrato en relación con el impacto por la salida de los proyectos NSGA y DataR, por los movimientos de las fechas de los PETD y la nueva estrategia de la Entidad.
Respecto del riesgo de ejecución del proyecto, se presentan las siguientes situaciones:
Adquisición de licencias para la operación del ServiceNow, como se expuso previamente.
Dependencias de los terceros del Proveedor para resolución de incidentes. 
Desplazamiento en el tiempo de los proyectos PETD.
Como se ha presentado en seguimientos ejecutivos previos, este contrato tiene ANS por oportunidad y calidad de entregables y por operación, los cuales se revisan y concilian mes a mes con Kyndryl. Las deducciones van disminuyendo con el tiempo porque la intención es que el Proveedor mejore su ejecución y cumpla con los acuerdos establecidos por contrato, de tal forma que, en el futuro, no se tengan que aplicar ANS.
Multinube híbrida - Lote 2 y Lote 3
La Interventoría informó que los contratos de Lote 2 y Lote 3, objeto de Interventoría, hacen referencia a los consumos de las nubes primaria y secundaria, Azure y AWS, respectivamente.
El contrato para la nube primaria de Azure se tiene con el Proveedor Controles Empresariales. En este caso se hizo un primer aprovisionamiento que estaba previsto por contrato por valor de 4.438.631,00 USD. Dado que se realizó un consumo de más del 85%, fue necesario solicitar un segundo aprovisionamiento por valor de 1.980.786,57 USD."
retriever_plus_reranker,Q004,¿Qué riesgos asociados a despliegues fueron identificados?,despliegues,1,-0.5080353021621704,16,0.41182994842529297,1.0,-0.5080353,DOC_028,CNS-XXXX-24 INT-DATAR-Comunicado 58-Respuesta de interventoría-202405.docx,COMUNICADO,1,DOC_028_RCHUNK_003,"Se evidencian incumplimientos recurrentes en el cierre de las HU y tareas asociadas en los sprints review. ¿Cuál es el plan de acción por parte del Consorcio para subsanar estos incumplimientos?
Se evidencia la necesidad de realizar un fortalecimiento del equipo técnico para dar atención oportuna y cierre a los atrasos y próximas actividades de la implementación del requerimiento.
A la fecha no se ha realizado ningún release o despliegue de productos en ambiente preproductivo, generando incumplimiento con los prerrequisitos y proyección acordada para realizar el primer despliegue en el sprint 7. ¿Cuál es el motivo de este incumplimiento?, ¿qué acciones está implementando el Consorcio para mitigar posibles hallazgos que se encuentren en pruebas y su remediación? …”
Se resalta que, de los puntos anteriores se tiene respuesta del Consorcio de los siguientes: 
Sobre la solicitud “¿Cuál es la proyección final de las HU restantes hasta el sprint 14?, ¿cuándo se realizará sesión de validación en conjunto con DIAN e Interventoría?”. El Consorcio envío el 26/04/2024 la proyección final de las HU que se comprometerían del sprint 10 al 14, requerimiento que fue atendido debido a las reiteradas solicitudes realizadas por la Interventoría.
Se resalta que las actividades y/o tareas proyectadas para el sprint 10 y 11 en curso presentan un atraso significativo a la fecha, por lo tanto, estos dos sprints no se han podido cerrar.
Sobre la solicitud “Se evidencia la necesidad de realizar un fortalecimiento del equipo técnico para dar atención oportuna y cierre a los atrasos y próximas actividades de la implementación del requerimiento”, el Consorcio informó el ingreso de equipo técnico desde el 29/04/2024. A pesar de que los nuevos miembros han estado trabajando en el requerimiento, tal como lo informa el Consorcio, aún no se ha observado una resolución efectiva o conclusión de las Historias de Usuario (HU) que están pendientes de liberación y cierre."
retriever_plus_reranker,Q004,¿Qué riesgos asociados a despliegues fueron identificados?,despliegues,2,-1.3675079345703125,13,0.42025938630104065,2.0,-1.3675079,DOC_030,CNS-0418-24 INT-DATAR-Comunicado 59-Resultado Review S9-202405.pdf,COMUNICADO,5,DOC_030_RCHUNK_007,"cuenta con HU abiertas desde los sprints 4 al 8, representando atrasos que 
ponen en riesgo tanto la ejecución del sprint 9, como la entrega del 
requerimiento el 11/07/2024. 
 
• 
Ausencia de un plan general para sprints futuros: Se identificó la falta de un 
plan general que relacione las historias de usuario de los sprints restantes, lo que 
puede afectar la capacidad del equipo para anticipar necesidades y asignar"
retriever_plus_reranker,Q004,¿Qué riesgos asociados a despliegues fueron identificados?,despliegues,3,-1.4080116748809814,6,0.43546953797340393,3.0,-1.4080117,DOC_028,CNS-XXXX-24 INT-DATAR-Comunicado 58-Respuesta de interventoría-202405.docx,COMUNICADO,1,DOC_028_RCHUNK_004,"Sobre esta solicitud “A la fecha no se ha realizado ningún release o despliegue de productos en ambiente preproductivo, generando incumplimiento con los prerrequisitos y proyección acordada para realizar el primer despliegue en el sprint 7. ¿Cuál es el motivo de este incumplimiento?, ¿qué acciones está implementando el Consorcio para mitigar posibles hallazgos que se encuentren en pruebas y su remediación? …”. A la fecha se ejecutó el despliegue del primer release del requerimiento los días 23, 24 y 27 del mayo de 2024. Como fue manifestado por la Interventoría, en las sesiones se identificaron oportunidades de mejora y se evidenció falta de preparación de prerrequisitos para el despliegue y envío tardío de los mismos.
Sobre las demás observaciones no se tiene respuesta a la fecha de este comunicado. 
Tomando como base los puntos informados anteriormente, se aclara que la Interventoría realizó la revisión cuidadosa y oportuna de la información proporcionada por el Consorcio en comunicación del 18/04/2024, por lo que fue posible concluir que lo entregado no respondía a las solicitudes realizadas por la Interventoría. Es por ello que, por medio del comunicado CNS-0321-24 del 24/04/2024 se solicitó al Consorcio atender de manera inmediata los compromisos establecidos entre las partes; sin embargo, se obtuvo respuesta hasta el 29/04/2024.
Por otro lado, en la comunicación del Consorcio del 29/04/2024, se solicita revisar el documento ""Anexo Plan de trabajo.xlsx"", el cual a la fecha se encuentra desactualizado y desconoce los desplazamientos adicionales que deben ser considerados dada la ejecución del proyecto. En consecuencia, es importante poder evaluar información actualizada que permita tomar decisiones acertadas y abordar aspectos específicos que ayuden a cerrar las tareas pendientes de manera rápida y efectiva.
Respuesta del Interventor: 
Con relación a lo anterior nos permitimos aclarar lo siguiente:"
retriever_plus_reranker,Q004,¿Qué riesgos asociados a despliegues fueron identificados?,despliegues,4,-2.4827656745910645,1,0.4792754650115967,4.0,-2.4827657,DOC_002,CNS-0554-24 Agosto 5 2024 Mejoras despliegues DataR.pdf,MEJORA,2,DOC_002_RCHUNK_003,"A member firm of Ernst & Young Global Limited 
 
 
 
 
 
Impacto: 
• 
Se evidencia falta de estandarización y automatización en la implementación de 
servicios para el despliegue. En donde se evidencia en las sesiones 
configuraciones manuales de los recursos. 
• 
A la fecha, la presente actividad tiene un atraso preocupante de 9 semanas, solo 
para realizar el primer despliegue de los 3 proyectados inicialmente. 
• 
Dificultad para reusar y repetir despliegues a demanda o necesidad de la DIAN, 
en donde se evidencia que las sesiones de despliegue se avanza a prueba y error. 
 
Recomendación: implementar completamente Blueprints (Template 
Specs/Deployment Stacks), para garantizar una configuración estandarizada y 
repetible de los recursos en Azure. 
 
Hacer uso de las funciones de las herramientas de automatización de Azure DevOps 
para evitar configuraciones manuales y/o a prueba y error. 
 
2. Ausencia de Infraestructura como Código (IaC) 
 
Descripción: El Consorcio entregó un Excel con la lista de servicios a implementar, 
sin embargo, no se evidenció la utilización de Infraestructura como Código (IaC) para 
el aprovisionamiento de los servicios. 
 
Impacto: 
• 
Dependencia en la configuración manual, lo que lleva a errores y variabilidad en 
los entornos. 
• 
Retrasos en la implementación debido a la falta de automatización. 
 
Recomendación: adoptar herramientas de IaC para la implementación y gestión 
automatizada de la infraestructura y aplicaciones. Así mismo se debe garantizar la 
homologación de características de los ambientes del Consorcio con los ambientes 
de la DIAN. 
 
3. Falencias en los Desarrollos 
 
Descripción: los desarrollos realizados por el Consorcio han requerido múltiples 
ajustes para su correcta operación, en donde se espera que los desarrollos cumplan 
con las revisiones de QA previas en ambiente de desarrollo."
retriever_plus_reranker,Q004,¿Qué riesgos asociados a despliegues fueron identificados?,despliegues,5,-2.8707268238067627,11,0.42063984274864197,5.0,-2.8707268,DOC_006,0332-23-INT_REV_Comunicado_4_situacion_actual_DATAR_21042023.pdf,COMUNICADO,14,DOC_006_RCHUNK_023,"A member firm of Ernst & Young Global Limited 
 
 
FASE 3 – HABILITACIÓN DE HERRAMIENTAS 
Ent. 
Fechas comprometidas de cierre 
Ciclos de revisión de los productos 
(fecha de entrega/ fecha revisión) 
Principales observaciones realizadas 
durante los diferentes ciclos de revisión 
detalle este tipo de diagramas o 
representaciones gráficas, si es 
importante añadir uno a alto nivel al 
inicio de cada subsección por 
ambiente (Desarrollo, preproducción 
y producción). 
- 
Identificar cada una de las capas 
mencionadas en el proceso de 
despliegue y configuración, alineada a 
un diagrama de despliegue que 
permita ver claramente cada uno de 
estos recursos y servicios. Se 
recomienda desarrollar el informe de 
todo lo que se debe tener en cuenta 
como premisas al momento de la 
configuración y el resultado 
esperado. Igualmente, de acuerdo 
con el catálogo de bloques planteado 
en el diseño técnico y teniendo 
presente que no se cuenta con un 
diagrama de despliegue, se identifica 
que faltan algunos servicios como: 
Stream Analytics, Data Explorer, 
Azure Migrate, Database Migration 
Service, Azure Data Studio, Service 
Bus, Event Bridge, entre otros. 
- 
En el documento se incluye el uso de 
la herramienta de análisis de código 
estático SonarQube. Por tanto, se 
espera ver en el entregable la 
configuración de plantillas sobre los 
lenguajes utilizados y reglas 
personalizadas, si así está definido, 
para el uso de esta herramienta sobre 
el código. 
- 
Se recomienda incluir el pipeline de 
CI/CD que se debe configurar en 
Azure DevOps. 
- 
Falta incluir un diagrama de 
despliegue que muestre la 
arquitectura de ejecución de un 
sistema, incluyendo nodos como 
entornos de ejecución de hardware o 
software, y el middleware que los 
conecta."
retriever_only,Q005,¿Qué ANS fueron reportados como incumplidos o afectados?,ans,1,0.5621943473815918,1,0.5621943473815918,,,DOC_018,INT_PC_AC_Acta Seguimiento Ejecutivo_20240227.docx,ACTA,1,DOC_018_RCHUNK_007,"Se explicó que, como antecedentes, el proyecto ha tenido tres controles de cambio a las fechas planeadas inicialmente, como consecuencia de los atrasos del Consorcio. También fue necesario hacer un otrosí al contrato para formalizar acuerdos en la ejecución del proyecto y definiciones realizadas por la DIAN (DIGIT - Supervisión del contrato de servicios de consultoría 92872-025-2022 - DataR). Finalmente, se venía trabajando en un otrosí al contrato respecto del cual, como se explicó previamente, se lograron acuerdos con el Consorcio, pero no los acuerdos de fondo que se requerían. Este último otrosí quedó suspendido en relación con las decisiones que también se están tomando por mutuo acuerdo (DIGIT - Supervisión del contrato de servicios de consultoría 92872-025-2022 – DataR y Consorcio).
La Interventoría recordó que el estado del proyecto, con el alto riesgo identificado en la ejecución del contrato, se viene presentado en los últimos seguimientos ejecutivos.
La Interventoría presentó los principales incumplimientos en la ejecución del proyecto (sobre los planes de acción, los servicios de gestión fijos y por demanda, la liberación de entregables), los cuales se encuentran analizados, documentados y han sido presentados a la DIAN (DIGIT - Supervisión del contrato de servicios de consultoría 92872-025-2022 - DataR).
También presentó el resumen de las comunicaciones enviadas al Consorcio (del requerimiento cifras de recaudo, pago del componente por demanda y en relación con los cinco (5) nuevos requerimientos de datos), en relación con las actividades en ejecución del proyecto sobre las cuales se ha realizado una micro gestión para el seguimiento.
Se presentaron las deducciones que se lograron conciliar con el Consorcio, en relación con los ANS incumplidos: puesta en producción y finalización de la implementación."
